선수명,ID,season_2010,season_2011,season_2012,season_2013,season_2014,season_2015,season_2016,season_2017,season_2018,season_2019,season_2020
김성재,66565,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김성태,70345,키움,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김성표,63435,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성
김성현,76802,소속팀없음,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK
김성현,78353,키움,키움-LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김성호,62591,소속팀없음,소속팀없음,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김성훈,69098,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT
김성훈,67762,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,소속팀없음
김성훈,66462,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성,KT
김세현,76350,소속팀없음,키움,키움,키움,키움,키움,키움,기아-키움,기아,기아,SK
김수경,98330,키움,키움,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김수완,78550,롯데,롯데,롯데,롯데,두산,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김수환,68346,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움
김승범,68616,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아
김승현,66492,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성,소속팀없음
김승회,73248,두산,두산,두산,롯데,롯데,롯데,SK,두산,두산,두산,소속팀없음
김시현,67467,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성,소속팀없음
김연훈,77609,SK,SK,소속팀없음,소속팀없음,소속팀없음,SK,KT,KT,소속팀없음,소속팀없음,소속팀없음
김영규,68900,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC
김영준,68130,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음
김영환,63448,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,소속팀없음,KT,KT,KT
김영훈,62407,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김용섭,76868,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김용의,78217,소속팀없음,소속팀없음,LG,LG,LG,LG,LG,LG,LG,LG,LG
김용주,60764,한화,소속팀없음,소속팀없음,한화,소속팀없음,한화,한화,소속팀없음,KT,소속팀없음,소속팀없음
김용하,68453,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음
김용호,61710,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김웅빈,65898,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,소속팀없음,키움,키움
김원석,62768,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,소속팀없음,소속팀없음,소속팀없음
김원섭,71207,기아,기아,기아,기아,기아,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김원중,62528,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데,롯데,롯데
김원형,91848,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김유신,68659,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음
김유영,64596,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음,롯데,롯데,소속팀없음,소속팀없음,롯데
김윤동,62648,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,기아,기아,기아,기아,소속팀없음
김윤수,68403,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성
김윤식,50157,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG
김윤환,64396,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김은성,65304,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움
김응민,60288,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,소속팀없음,소속팀없음,삼성,삼성,삼성
김이환,69745,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화
김인태,63257,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,두산,두산,두산
김인환,66715,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,소속팀없음
김일경,97300,키움,키움,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김일엽,78543,롯데,롯데,롯데,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김재균,68908,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음
김재민,63125,소속팀없음,소속팀없음,소속팀없음,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김재성,65132,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음
김재영,66741,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화,한화,소속팀없음
김재우,60759,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김재웅,67391,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움
김재유,65506,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,소속팀없음,소속팀없음,롯데
김재윤,65062,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT,KT,KT
김재율,61114,소속팀없음,LG,LG,소속팀없음,소속팀없음,LG,소속팀없음,LG,LG,LG,소속팀없음
김재현,94107,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김재현,98776,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김재현,64499,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성,소속팀없음,삼성,삼성,삼성
김재현,76869,소속팀없음,소속팀없음,SK,SK,SK,SK,SK,SK,SK,SK,SK
김재현,62332,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,키움,키움,소속팀없음,키움
김재호,74206,두산,두산,두산,두산,두산,두산,두산,두산,두산,두산,두산
김재환,78224,소속팀없음,두산,두산,소속팀없음,두산,두산,두산,두산,두산,두산,두산
김정남,79868,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김정빈,63894,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,SK
김정우,68830,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음
김정인,65392,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,키움,키움,소속팀없음,소속팀없음
김정혁,61463,소속팀없음,삼성,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성,소속팀없음,소속팀없음,소속팀없음
김정현,72548,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김정후,61962,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,LG,키움
김정훈,60860,키움,SK,키움,SK,SK,키움,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김종덕,66392,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음
김종민,79364,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,NC,NC,한화,소속팀없음
김종수,63765,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화
김종찬,60032,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김종호,77454,소속팀없음,삼성,삼성,NC,NC,NC,NC,NC,소속팀없음,소속팀없음,소속팀없음
김종훈,62696,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음
김주성,66162,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,소속팀없음
김주온,65411,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK
김주찬,70410,롯데,롯데,롯데,기아,기아,기아,기아,기아,기아,기아,기아
김주한,66859,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,SK,SK,SK
김주현,66749,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,소속팀없음,소속팀없음,소속팀없음
김주현,77669,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데,소속팀없음,소속팀없음,소속팀없음
김주형,74605,소속팀없음,기아,기아,기아,기아,기아,기아,기아,기아,소속팀없음,소속팀없음
김주형,69306,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움
김준,78823,소속팀없음,소속팀없음,SK,SK,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김준무,76667,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김준연,69394,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김준완,63920,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC,NC,소속팀없음,NC,NC
김준용,64569,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김준우,69404,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김준태,62558,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음,롯데,롯데,소속팀없음,소속팀없음,롯데,롯데
김준현,66943,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김준호,77156,LG,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김준환,95914,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김지성,62007,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,기아,기아,소속팀없음,소속팀없음
김지수,65503,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음,소속팀없음,소속팀없음,한화
김지수,79300,키움,소속팀없음,소속팀없음,키움,키움,키움,키움,키움,키움,키움,소속팀없음
김지열,78753,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT,소속팀없음,소속팀없음
김지용,60181,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,LG,LG,소속팀없음,소속팀없음
김지찬,50458,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성
김지훈,64640,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김진곤,63088,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT,KT,소속팀없음
김진성,75867,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC,NC,NC,NC,NC
김진영,67737,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화,한화
김진우,72641,소속팀없음,기아,기아,기아,기아,기아,기아,기아,소속팀없음,소속팀없음,소속팀없음
김진욱,68701,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화
김진형,79234,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음
김진호,67954,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC
김찬형,66917,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC
김찬호,66801,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,SK
김창평,69825,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK
김창혁,60184,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,소속팀없음
김창훈,74728,두산,두산,두산,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김철호,68906,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음
김태군,78122,LG,LG,LG,NC,NC,NC,NC,NC,소속팀없음,NC,NC
김태균,71752,소속팀없음,소속팀없음,한화,한화,한화,한화,한화,한화,한화,한화,한화
김태근,69207,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음
김태연,66704,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화,소속팀없음
김태영,71255,소속팀없음,두산,두산,두산,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김태오,66064,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,소속팀없음
김태완,76746,한화,소속팀없음,소속팀없음,한화,한화,한화,한화,키움,키움,소속팀없음,소속팀없음
김태완,74158,LG,LG,LG,삼성,삼성,삼성,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김태우,50816,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김태우,50115,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김태우,62927,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음
김태진,64984,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음,NC,NC,NC
김태형,62918,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김태형,67122,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음
김태훈,65040,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT
김태훈,60630,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김태훈,79847,SK,SK,SK,소속팀없음,소속팀없음,SK,SK,SK,SK,SK,SK
김택형,65343,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,소속팀없음,SK,SK,SK
김필중,99302,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김하성,64300,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,키움,키움,키움,키움,키움
김학성,64960,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김해수,65345,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음
김헌곤,61404,소속팀없음,삼성,삼성,삼성,삼성,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성
김혁민,77748,한화,한화,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김현민,69702,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화
김현수,69516,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,기아
김현수,76290,두산,두산,두산,두산,두산,두산,소속팀없음,소속팀없음,LG,LG,LG
김현우,60457,삼성,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성,삼성,소속팀없음,소속팀없음,소속팀없음
김현준,66630,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아
김형준,68912,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC
김형철,73827,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김혜성,67304,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,키움,키움
김호령,65653,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아,기아,소속팀없음,소속팀없음,기아
김호은,66113,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG
김호재,64407,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성
김호준,65522,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데
김호준,68269,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산
김홍빈,66309,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음
김회성,79705,한화,한화,소속팀없음,소속팀없음,한화,한화,한화,한화,한화,한화,한화
김효남,76454,삼성,삼성,삼성,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
김희석,64492,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
나경민,66508,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데,소속팀없음
나바로,64440,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
나성범,62947,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC,NC,NC,NC,NC
나성용,61742,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,LG,삼성,삼성,소속팀없음,소속팀없음,소속팀없음
나승현,76529,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
나원탁,67454,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,롯데,소속팀없음,소속팀없음
나이트,79430,삼성,키움,키움,키움,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
나균안,67539,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데
나주환,73209,SK,소속팀없음,소속팀없음,SK,SK,SK,SK,SK,SK,SK,기아
나지완,78629,기아,기아,기아,기아,기아,기아,기아,기아,기아,기아,기아
남경호,65264,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
남윤성,67840,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음
남재현,66660,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,기아
남태혁,66052,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,SK,SK
노경은,73211,두산,두산,두산,두산,두산,두산,두산-롯데,롯데,롯데,소속팀없음,롯데
노관현,66804,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음
노성호,62920,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,소속팀없음,소속팀없음,NC,NC,삼성
노수광,63704,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,기아,기아,기아-SK,SK,SK,SK-한화
노시환,69737,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화
노진용,78149,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
노진혁,62931,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,소속팀없음,NC,NC,NC,NC
노태형,64704,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화
니코스키,79859,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
니퍼트,61240,소속팀없음,두산,두산,두산,두산,두산,두산,두산,KT,소속팀없음,소속팀없음
다이아몬드,67815,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음
다익손,69861,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK-롯데,소속팀없음
대니돈,66306,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,소속팀없음,소속팀없음,소속팀없음
댄블랙,65052,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
