선수명,ID,season_2010,season_2011,season_2012,season_2013,season_2014,season_2015,season_2016,season_2017,season_2018,season_2019,season_2020
박찬호,64646,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아,기아,소속팀없음,소속팀없음,기아,기아
박찬호,50112,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG
박철우,64804,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박치국,67266,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,두산,두산
박한결,63703,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화
박한길,64764,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박한이,71432,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,소속팀없음
박해민,62415,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성
박헌도,79356,소속팀없음,키움,키움,키움,키움,키움,롯데,롯데,롯데,소속팀없음,소속팀없음
박헌욱,62921,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음
박현준,79817,SK-LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박희수,76858,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK
반슬라이크,68245,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음
반즈,50730,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화
발디리스,66452,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음
배민관,60105,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,LG,소속팀없음,소속팀없음
배민서,69974,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC
배성근,64501,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데
배스,62730,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
배영섭,79465,삼성,삼성,삼성,삼성,소속팀없음,삼성,삼성,삼성,삼성,SK,소속팀없음
배영수,70425,삼성,삼성,삼성,삼성,삼성,한화,소속팀없음,한화,한화,두산,소속팀없음
배우열,79191,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT,소속팀없음,소속팀없음
배장호,76540,롯데,롯데,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데,롯데,소속팀없음,소속팀없음
배재준,63145,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,소속팀없음
배재환,64995,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC,NC,NC
배정대,64166,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,소속팀없음,KT,KT,KT
배정훈,96542,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
배제성,65516,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT
배힘찬,72321,키움,키움,소속팀없음,소속팀없음,키움,키움,기아,기아,소속팀없음,소속팀없음,소속팀없음
백동훈,63559,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,소속팀없음,소속팀없음,두산,두산,두산
백상원,60456,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성,삼성,삼성,소속팀없음,소속팀없음
백승건,69839,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK
백승룡,75705,소속팀없음,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
백승민,64410,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성
백승현,65109,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,LG,LG
백용환,78643,소속팀없음,소속팀없음,소속팀없음,기아,기아,기아,기아,기아,기아,기아,기아
백정현,77446,삼성,소속팀없음,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성
백정훈,75640,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
백진우,60100,LG,LG,소속팀없음,소속팀없음,LG,LG,LG,LG,한화,한화,한화
백청훈,78819,소속팀없음,소속팀없음,소속팀없음,SK,SK,SK,소속팀없음,SK,SK,SK,LG
밴덴헐크,63432,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
밴와트,67845,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음
밴헤켄,62322,소속팀없음,소속팀없음,키움,키움,키움,키움,키움,키움,소속팀없음,소속팀없음,소속팀없음
버나디나,67650,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아,소속팀없음,소속팀없음
버틀러,69934,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음
번사이드,60329,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
번즈,67598,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,소속팀없음,소속팀없음
베렛,68953,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음
베탄코트,69950,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음
벨레스터,66440,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음
변상권,68305,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움
변용선,60526,롯데,소속팀없음,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
변우혁,69727,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음
변시원,62263,소속팀없음,소속팀없음,두산,두산,두산,두산,소속팀없음,소속팀없음,두산,소속팀없음,기아
보니야,68400,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음
보우덴,66226,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,소속팀없음,소속팀없음,소속팀없음
볼스테드,64230,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
봉민호,65802,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음
봉중근,77147,LG,LG,LG,LG,LG,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음
부시,62833,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
부에노,60727,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
부첵,61897,소속팀없음,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
뷰캐넌,50404,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성
브라운,65823,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
브룩스,50636,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아
브리검,67313,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,키움,키움
비야누에바,67742,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음
빌로우,62688,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
사도스키,60594,롯데,롯데,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
산체스,68815,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,소속팀없음
살라디노,50468,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성
샌즈,68345,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,소속팀없음
샘슨,50524,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데
샘슨,68748,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음
서건창,78168,소속팀없음,소속팀없음,키움,키움,키움,키움,키움,키움,키움,키움,키움
서균,64759,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화,소속팀없음
서덕원,66663,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아
서동민,64896,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK
서동욱,73606,LG,LG,LG,LG-키움,키움,키움,기아,기아,기아,소속팀없음,소속팀없음
서동환,75261,소속팀없음,두산,두산,두산,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
서상우,62164,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,LG,LG,LG,LG,LG,소속팀없음
서성종,72822,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
서승화,72157,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
서예일,66203,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,소속팀없음,두산,두산
서용주,63603,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
서의태,66068,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음
서재응,78640,기아,기아,기아,기아,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
서정필,90670,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
서준원,69539,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데
서진용,61895,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,SK,SK,SK,SK
서캠프,66742,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음
서폴드,69744,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화
서호철,69995,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC
성동현,68159,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음
성영훈,79222,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음
성의준,62406,소속팀없음,소속팀없음,삼성,삼성,소속팀없음,소속팀없음,삼성,삼성,소속팀없음,소속팀없음,소속팀없음
성재헌,50109,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG
세든,63810,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음
션헨,62731,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
소사,62698,소속팀없음,소속팀없음,기아,기아,키움,LG,LG,LG,LG,SK,소속팀없음
소이현,67962,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음
소형준,50030,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT
손동욱,63619,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음
손동현,69041,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT
손민한,97571,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
손승락,75321,키움,키움,키움,키움,키움,키움,롯데,롯데,롯데,롯데,소속팀없음
손시헌,73213,두산,두산,두산,두산,NC,NC,NC,NC,NC,NC,소속팀없음
손아섭,77532,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데
손영민,76639,기아,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음
손용석,76536,소속팀없음,롯데,롯데,롯데,롯데,롯데,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음
손인호,98538,LG,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
손정욱,63914,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC
손주영,67143,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,소속팀없음,소속팀없음
손주인,72456,삼성,삼성,삼성,LG,LG,LG,LG,LG,삼성,삼성,소속팀없음
손지환,97103,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
손형준,62462,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
손호영,50150,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG
송광민,76753,한화,소속팀없음,소속팀없음,한화,한화,한화,한화,한화,한화,한화,한화
송명기,69962,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC
송민섭,64012,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,KT,KT,KT
송산,75612,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
송성문,65357,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,키움,키움,키움,소속팀없음
송승준,77591,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데
송승환,69203,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음
송신영,99314,키움,LG-키움,한화,NC-키움,키움,키움,한화,한화,소속팀없음,소속팀없음,소속팀없음
송우현,65362,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움
송윤준,61156,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화
송은범,73801,SK,SK,SK,기아-SK,기아,한화,한화,한화,한화,한화-LG,LG
송정훈,72853,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
송주호,60404,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음
송준석,64469,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성
송지만,96761,키움,키움,키움,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
송창식,74731,한화,한화,한화,한화,한화,한화,한화,한화,한화,한화,소속팀없음
송창현,63791,소속팀없음,소속팀없음,소속팀없음,한화,한화,소속팀없음,한화,소속팀없음,소속팀없음,한화,소속팀없음
스나이더,64158,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
스몰린스키,69901,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음
스와잭,65219,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
스캇,64864,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
스크럭스,67935,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음,소속팀없음
스튜어트,65931,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음
스트레일리,50558,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데
스틴슨,65658,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
시스코,64049,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신경현,98742,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신동훈,62160,소속팀없음,소속팀없음,LG,소속팀없음,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신명철,71504,삼성,삼성,삼성,삼성,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신민재,65207,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG
신민혁,68902,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC
신범수,66662,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아,소속팀없음
신병률,68067,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음
신본기,62556,소속팀없음,소속팀없음,롯데,롯데,롯데,소속팀없음,롯데,롯데,롯데,롯데,롯데
신성필,95469,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신성현,64086,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화-두산,두산,두산,두산
신승현,70839,소속팀없음,SK,SK,기아,LG,LG,LG,LG,소속팀없음,소속팀없음,소속팀없음
신용수,69508,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데
신용운,72649,소속팀없음,기아,소속팀없음,삼성,소속팀없음,삼성,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신윤호,94126,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신재영,62937,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,키움,키움,키움
신재웅,75138,소속팀없음,소속팀없음,LG,LG,LG,SK-LG,SK,SK,SK,SK,SK
신정락,60140,LG,LG,LG,LG,LG,소속팀없음,소속팀없음,LG,LG,LG-한화,한화
신정익,61830,소속팀없음,소속팀없음,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신종길,72559,기아,기아,기아,기아,기아,기아,기아,기아,소속팀없음,소속팀없음,소속팀없음
신주영,72739,소속팀없음,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신진호,67944,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음,소속팀없음
신창호,76140,소속팀없음,소속팀없음,기아,기아,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신해수,76763,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
신현철,76304,소속팀없음,키움,키움,키움,SK,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음
심광호,96722,소속팀없음,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
심규범,64594,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음
심동섭,60636,기아,기아,기아,기아,기아,기아,기아,기아,기아,소속팀없음,소속팀없음
심수창,74167,LG,LG-키움,키움,소속팀없음,롯데,롯데,한화,한화,한화,LG,소속팀없음
심우준,64006,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT,KT,KT
심재민,64017,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT,소속팀없음,소속팀없음
심창민,61411,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성,삼성,삼성,삼성,소속팀없음,소속팀없음
아담,63940,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
아델만,68435,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음
아두치,65523,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음
아수아헤,69530,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음
안경현,92207,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
안권수,50202,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산
안규영,61215,소속팀없음,두산,두산,두산,소속팀없음,소속팀없음,두산,두산,소속팀없음,소속팀없음,소속팀없음
안규현,64462,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음
