선수명,ID,season_2010,season_2011,season_2012,season_2013,season_2014,season_2015,season_2016,season_2017,season_2018,season_2019,season_2020
안동현,79291,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
안현준,64041,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,소속팀없음,소속팀없음,소속팀없음,KT
안상현,66864,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,소속팀없음
안성무,63027,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,소속팀없음,소속팀없음
안성필,60412,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
안승민,60713,한화,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
안승한,64011,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음
안영명,73738,기아-한화,한화,소속팀없음,소속팀없음,한화,한화,한화,한화,한화,한화,한화
안영진,76758,소속팀없음,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
안우진,68341,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,키움
안익훈,65115,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,LG,LG,소속팀없음,소속팀없음
안정광,60865,소속팀없음,SK,SK,소속팀없음,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
안정훈,66367,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
안주형,66406,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,소속팀없음,소속팀없음
안중열,64022,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT-롯데,롯데,소속팀없음,롯데,롯데,소속팀없음
안지만,72463,삼성,삼성,삼성,삼성,삼성,삼성,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음
안치영,67006,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,KT,소속팀없음
안치용,72161,LG-SK,SK,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
안치홍,79608,기아,기아,기아,기아,기아,소속팀없음,기아,기아,기아,기아,롯데
안태영,74460,소속팀없음,소속팀없음,소속팀없음,키움,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
알드리지,61332,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
알칸타라,69045,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,두산
알테어,50923,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC
애디튼,67559,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음,소속팀없음,소속팀없음
앤서니,62644,소속팀없음,소속팀없음,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
앨버스,64737,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
양기현,67365,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움
양석환,64153,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,LG,LG,소속팀없음,소속팀없음
양성우,62797,소속팀없음,소속팀없음,한화,한화,소속팀없음,소속팀없음,한화,한화,한화,한화,한화
양승진,76759,한화,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
양승철,69646,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아
양영동,76459,소속팀없음,LG,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
양우현,69403,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성
양원혁,64117,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,LG,LG,소속팀없음
양의지,76232,두산,두산,두산,두산,두산,두산,두산,두산,두산,NC,NC
양종민,79530,롯데,롯데,롯데,롯데,두산,두산,소속팀없음,소속팀없음,두산,LG,소속팀없음
양준혁,93410,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
양찬열,50293,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산
양창섭,68415,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음
양현,61268,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,키움,키움,키움
양현기,80070,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
양현석,70608,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
양현종,77637,기아,기아,기아,기아,기아,기아,기아,기아,기아,기아,기아
양훈,75750,한화,한화,한화,소속팀없음,소속팀없음,키움,키움,키움,소속팀없음,소속팀없음,소속팀없음
어센시오,64641,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
어윈,65036,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
엄상백,65056,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT,KT,소속팀없음
엄정욱,70855,SK,SK,SK,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
엄태용,62748,소속팀없음,소속팀없음,소속팀없음,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
에반,65630,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
에반스,66244,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,소속팀없음,소속팀없음,소속팀없음
여건욱,79825,소속팀없음,소속팀없음,소속팀없음,SK,SK,소속팀없음,소속팀없음,LG,LG,LG,LG
연경흠,76743,소속팀없음,소속팀없음,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
예진원,68330,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,소속팀없음
오간도,67748,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음
오넬리,61726,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오동욱,69703,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화
오두철,62022,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오명진,50208,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산
오상민,97815,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오석주,67116,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음
오선우,69636,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아
오선진,78756,한화,한화,한화,한화,소속팀없음,소속팀없음,한화,한화,한화,한화,한화
오설리반,67312,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음
오성민,75347,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오승환,75421,삼성,삼성,삼성,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성
오영수,68904,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음
오원석,50859,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK
오윤,70312,키움,키움,키움,키움,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오윤석,64504,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음,소속팀없음,롯데,롯데,롯데
오윤성,67360,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음
오장훈,79544,소속팀없음,소속팀없음,두산,소속팀없음,두산,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오재원,77248,두산,두산,두산,두산,두산,두산,두산,두산,두산,두산,두산
오재일,75334,키움,키움,키움-두산,두산,두산,두산,두산,두산,두산,두산,두산
오재필,75736,소속팀없음,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오정복,79453,삼성,삼성,소속팀없음,소속팀없음,NC,KT,KT,KT,KT,소속팀없음,소속팀없음
오정환,68614,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음
오주원,74359,키움,키움,키움,키움,키움,키움,키움,키움,키움,키움,키움
오준혁,61743,소속팀없음,한화,한화,소속팀없음,소속팀없음,한화-기아,기아,기아,기아-KT,SK,SK
오준형,77641,소속팀없음,소속팀없음,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오지환,79109,LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,LG
오카모토,60156,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오태곤,60558,소속팀없음,롯데,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데,KT,KT,KT-SK
오현근,78850,두산,소속팀없음,소속팀없음,두산,소속팀없음,롯데,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음
오현택,79293,두산,소속팀없음,소속팀없음,두산,두산,두산,두산,소속팀없음,롯데,롯데,롯데
옥스프링,77199,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
올슨,63230,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
왈론드,75155,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
왕웨이중,68948,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음
요키시,69343,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움
용덕한,74223,두산,두산,두산-롯데,롯데,롯데,KT-NC,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음
우규민,73117,소속팀없음,소속팀없음,LG,LG,LG,LG,LG,삼성,삼성,삼성,삼성
우동균,78454,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성,삼성,삼성,소속팀없음,소속팀없음,소속팀없음
울프,64824,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
워스,67827,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음
원용묵,76262,두산,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
원종현,76118,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,NC,NC,NC,NC,NC
원태인,69446,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성
웨버,64956,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
웹스터,66402,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음
윌랜드,69656,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음
윌리엄슨,69405,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음
윌슨,68135,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,LG
윌슨,69569,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음
유강남,61102,소속팀없음,LG,LG,소속팀없음,소속팀없음,LG,LG,LG,LG,LG,LG
유경국,60164,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유동훈,99639,기아,기아,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유먼,62597,소속팀없음,소속팀없음,롯데,롯데,롯데,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유민상,62265,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,KT,KT,기아,기아,기아
유서준,64890,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,소속팀없음,소속팀없음,소속팀없음,SK
유선정,76322,키움,키움,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유승철,67640,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아,소속팀없음
유영준,63903,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,NC,NC
유원상,76757,한화,한화-LG,LG,LG,LG,LG,LG,LG,NC,NC,KT
류원석,63103,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG
유장혁,69766,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화
유재신,76368,소속팀없음,소속팀없음,키움,키움,키움,키움,키움,키움-기아,기아,기아,소속팀없음
유재웅,72220,두산,두산,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유재유,66160,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,두산,소속팀없음,소속팀없음
유재혁,61604,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유재훈,66359,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유창식,61715,소속팀없음,한화,한화,한화,한화,한화-기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유창준,63295,소속팀없음,소속팀없음,소속팀없음,두산,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유필선,96513,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
유한준,74339,키움,키움,키움,키움,키움,키움,KT,KT,KT,KT,KT
유희관,79229,두산,소속팀없음,소속팀없음,두산,두산,두산,두산,두산,두산,두산,두산
윤강민,63936,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,NC,소속팀없음,소속팀없음,NC,NC,소속팀없음
윤경영,74761,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
윤규진,73750,한화,한화,소속팀없음,소속팀없음,한화,한화,한화,한화,한화,한화,한화
윤근영,75730,한화,한화,한화,한화,한화,KT,KT,KT,KT,소속팀없음,소속팀없음
윤기호,78730,한화,한화,소속팀없음,소속팀없음,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
윤길현,72862,소속팀없음,소속팀없음,SK,SK,SK,SK,롯데,롯데,롯데,롯데,소속팀없음
윤대경,63464,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화
윤형준,63905,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,LG
윤도경,78242,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
윤명준,62242,소속팀없음,소속팀없음,두산,두산,두산,두산,두산,소속팀없음,소속팀없음,두산,두산
윤병호,62016,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC,소속팀없음,소속팀없음
윤석민,74215,소속팀없음,두산,두산,두산,키움,키움,키움,키움-KT,KT,KT,SK
윤석민,75620,기아,기아,기아,기아,소속팀없음,기아,기아,소속팀없음,기아,소속팀없음,소속팀없음
윤석주,79840,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
윤성빈,67588,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,소속팀없음
윤성환,74454,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성
윤수강,62537,소속팀없음,소속팀없음,롯데,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,NC,NC,소속팀없음
윤수호,65064,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC-두산,소속팀없음,소속팀없음
윤영삼,61456,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,키움,키움,키움,소속팀없음
윤영수,65405,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
윤요섭,78892,SK-LG,LG,LG,LG,LG,KT,KT,KT,소속팀없음,소속팀없음,소속팀없음
윤정우,61652,소속팀없음,기아,LG,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,SK,소속팀없음,소속팀없음
윤정현,69399,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움
윤중환,79869,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
윤지웅,61329,소속팀없음,키움,소속팀없음,소속팀없음,LG,LG,LG,LG,LG,NC,소속팀없음
윤진호,79198,LG,LG,LG,소속팀없음,소속팀없음,LG,LG,LG,LG,LG,소속팀없음
윤해진,62668,소속팀없음,소속팀없음,기아,기아,기아,기아,기아,소속팀없음,소속팀없음,기아,소속팀없음
윤형배,92506,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
윤호솔,63961,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화
윤효섭,79653,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
윤희상,74838,SK,SK,SK,SK,SK,SK,SK,SK,SK,소속팀없음,소속팀없음
이강준,50036,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT
이거연,50819,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK
이건욱,64861,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,소속팀없음,소속팀없음,SK
이경우,61569,소속팀없음,소속팀없음,롯데,소속팀없음,소속팀없음,롯데,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이경필,97230,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이교훈,69205,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산
이국필,68913,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이규대,60439,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이대수,72860,한화,한화,한화,한화,한화-SK,SK,SK,SK,SK,소속팀없음,소속팀없음
이대은,67008,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT
이대진,93626,기아,기아-LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이대형,73153,LG,LG,LG,LG,기아,KT,KT,KT,KT,KT,소속팀없음
이대호,71564,롯데,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데
이대환,72333,키움,LG,LG,기아,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이도윤,65703,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음
이도형,93225,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이동걸,77452,소속팀없음,삼성,삼성,삼성,한화,한화,한화,한화,한화,소속팀없음,소속팀없음
이동원,62294,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산
이동학,70356,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이동현,74620,기아-한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이동현,71118,LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,소속팀없음
이동훈,66702,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화,한화,한화
이동훈,63606,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이두환,77242,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
이명기,76849,SK,소속팀없음,소속팀없음,SK,SK,SK,SK,기아,기아,기아-NC,NC
이명우,72535,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,소속팀없음,소속팀없음
