,경기날짜,선수명,포지션,팀,더블헤더여부,홈팀,원정팀,등판,inning,restinning,승리,패배,무승부,세이브,홀드,삼진,4사구,실점,자책,타수,타자
555,2018-09-16,김대현,선발투수,LG,0,한화,LG,1.1,4,1,0,1,0,0,0,2.0,1.0,5.0,5.0,22,23
556,2018-09-16,배재준,불펜투수,LG,0,한화,LG,5.6,2,2,0,0,0,0,0,1.0,1.0,0.0,0.0,9,10
557,2018-09-16,고우석,불펜투수,LG,0,한화,LG,8.7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
558,2018-09-18,윤규진,선발투수,한화,0,NC,한화,1.1,0,2,0,1,0,0,0,0.0,3.0,5.0,3.0,5,9
559,2018-09-18,김진영,불펜투수,한화,0,NC,한화,1.1,4,2,0,0,0,0,0,6.0,1.0,4.0,4.0,17,18
560,2018-09-18,임준섭,불펜투수,한화,0,NC,한화,6.1,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,2,3
561,2018-09-18,안영명,불펜투수,한화,0,NC,한화,7.4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
562,2018-09-18,송창식,불펜투수,한화,0,NC,한화,8.8,1,0,0,0,0,0,0,1.0,0.0,1.0,1.0,5,6
563,2018-09-19,김재영,선발투수,한화,0,NC,한화,1.1,5,0,0,0,0,0,0,1.0,1.0,3.0,3.0,20,21
564,2018-09-19,박상원,불펜투수,한화,0,NC,한화,6.4,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3,4
565,2018-09-19,송은범,불펜투수,한화,0,NC,한화,7.8,1,0,0,0,0,0,0,1.0,0.0,1.0,1.0,4,4
566,2018-09-19,김범수,불펜투수,한화,0,NC,한화,8.3,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,3,3
567,2018-09-19,정우람,불펜투수,한화,0,NC,한화,9.6,1,0,0,0,0,1,0,3.0,0.0,0.0,0.0,3,3
568,2018-09-20,장민재,선발투수,한화,0,SK,한화,1.1,5,2,1,0,0,0,0,4.0,0.0,1.0,1.0,24,24
569,2018-09-20,박상원,불펜투수,한화,0,SK,한화,6.7,0,2,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
570,2018-09-20,권혁,불펜투수,한화,0,SK,한화,7.1,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,2,2
571,2018-09-20,이태양,불펜투수,한화,0,SK,한화,8.3,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,4,5
572,2018-09-20,안영명,불펜투수,한화,0,SK,한화,9.8,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
573,2018-09-21,김성훈,선발투수,한화,0,SK,한화,1.1,6,0,0,0,0,0,0,5.0,3.0,3.0,3.0,22,26
574,2018-09-21,김민우,불펜투수,한화,0,SK,한화,7.9,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
575,2018-09-21,권혁,불펜투수,한화,0,SK,한화,7.1,0,1,0,1,0,0,0,0.0,1.0,2.0,2.0,2,3
576,2018-09-21,송은범,불펜투수,한화,0,SK,한화,7.4,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,6,6
577,2018-09-21,임준섭,불펜투수,한화,0,SK,한화,8.1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
578,2018-09-22,헥터,선발투수,기아,0,한화,기아,1.1,6,0,1,0,0,0,0,3.0,1.0,3.0,3.0,20,21
579,2018-09-22,문경찬,불펜투수,기아,0,한화,기아,7.4,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
580,2018-09-22,유승철,불펜투수,기아,0,한화,기아,8.7,0,1,0,0,0,0,0,0.0,2.0,2.0,2.0,2,4
581,2018-09-22,황인준,불펜투수,기아,0,한화,기아,8.2,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,5,5
582,2018-09-23,임창용,선발투수,기아,0,한화,기아,1.1,4,1,0,0,0,0,0,3.0,1.0,4.0,4.0,20,21
583,2018-09-23,임기준,불펜투수,기아,0,한화,기아,5.4,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,1,2
584,2018-09-23,김윤동,불펜투수,기아,0,한화,기아,5.6,0,2,0,1,0,0,0,1.0,2.0,3.0,3.0,2,5
585,2018-09-23,팻딘,불펜투수,기아,0,한화,기아,6.2,0,2,0,0,0,0,0,1.0,0.0,1.0,1.0,3,3
586,2018-09-23,김세현,불펜투수,기아,0,한화,기아,7.5,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,4,4
587,2018-09-23,전상현,불펜투수,기아,0,한화,기아,8.9,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
588,2018-09-23,이민우,불펜투수,기아,0,한화,기아,8.4,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1,2
589,2018-09-25,최채흥,선발투수,삼성,0,한화,삼성,1.1,7,0,1,0,0,0,0,5.0,2.0,1.0,1.0,25,27
590,2018-09-25,정인욱,불펜투수,삼성,0,한화,삼성,8.1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
591,2018-09-25,임현준,불펜투수,삼성,0,한화,삼성,9.4,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
592,2018-09-26,양창섭,선발투수,삼성,0,한화,삼성,1.1,5,0,0,1,0,0,0,4.0,1.0,5.0,4.0,20,22
593,2018-09-26,임현준,불펜투수,삼성,0,한화,삼성,6.5,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
594,2018-09-26,권오준,불펜투수,삼성,0,한화,삼성,6.6,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,2,2
595,2018-09-26,심창민,불펜투수,삼성,0,한화,삼성,7.8,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,4,4
596,2018-09-26,정인욱,불펜투수,삼성,0,한화,삼성,8.3,0,2,0,0,0,0,0,0.0,0.0,1.0,1.0,3,3
597,2018-09-26,안성무,불펜투수,삼성,0,한화,삼성,8.6,0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,2,2
598,2018-09-27,유희관,선발투수,두산,0,한화,두산,1.1,5,0,0,1,0,0,0,2.0,5.0,8.0,6.0,22,27
599,2018-09-27,강동연,불펜투수,두산,0,한화,두산,6.1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,5,6
600,2018-09-27,이현호,불펜투수,두산,0,한화,두산,8.7,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,6,6
601,2018-09-28,장원준,선발투수,두산,0,한화,두산,1.1,3,2,0,0,0,0,0,3.0,2.0,1.0,1.0,15,17
602,2018-09-28,박신지,불펜투수,두산,0,한화,두산,4.9,0,1,0,0,0,0,0,0.0,1.0,1.0,1.0,1,2
603,2018-09-28,강동연,불펜투수,두산,0,한화,두산,5.2,2,0,0,0,0,0,0,2.0,1.0,2.0,1.0,9,11
604,2018-09-28,김강률,불펜투수,두산,0,한화,두산,7.4,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
605,2018-09-28,최대성,불펜투수,두산,0,한화,두산,8.7,2,0,0,0,0,0,0,2.0,2.0,0.0,0.0,6,8
606,2018-09-28,유재유,불펜투수,두산,0,한화,두산,10.6,0,1,0,1,0,0,0,0.0,2.0,1.0,1.0,3,5
607,2018-09-29,김민우,선발투수,한화,0,기아,한화,1.1,6,0,0,1,0,0,0,4.0,3.0,4.0,3.0,23,27
608,2018-09-29,임준섭,불펜투수,한화,0,기아,한화,7.1,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
609,2018-09-29,김종수,불펜투수,한화,0,기아,한화,8.4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
610,2018-09-30,김성훈,선발투수,한화,0,기아,한화,1.1,2,0,0,0,0,0,0,0.0,1.0,1.0,0.0,7,9
611,2018-09-30,김범수,불펜투수,한화,0,기아,한화,3.1,1,1,0,0,0,0,1,2.0,0.0,0.0,0.0,6,6
612,2018-09-30,안영명,불펜투수,한화,0,기아,한화,4.7,0,2,0,0,0,0,0,0.0,0.0,1.0,1.0,3,3
613,2018-09-30,권혁,불펜투수,한화,0,기아,한화,5.1,0,2,0,0,0,0,1,0.0,0.0,1.0,1.0,3,3
614,2018-09-30,박상원,불펜투수,한화,0,기아,한화,5.4,1,0,0,0,0,0,0,2.0,0.0,1.0,1.0,6,6
615,2018-09-30,송은범,불펜투수,한화,0,기아,한화,6.1,1,2,0,1,0,0,0,1.0,0.0,2.0,2.0,8,8
616,2018-09-30,이태양,불펜투수,한화,0,기아,한화,8.9,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
617,2018-10-03,송승준,선발투수,롯데,0,한화,롯데,1.1,5,0,0,0,0,0,0,2.0,3.0,2.0,1.0,18,21
618,2018-10-03,이명우,불펜투수,롯데,0,한화,롯데,6.4,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
619,2018-10-03,윤길현,불펜투수,롯데,0,한화,롯데,6.8,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,2,3
620,2018-10-03,고효준,불펜투수,롯데,0,한화,롯데,7.2,0,0,0,1,0,0,0,0.0,1.0,3.0,3.0,2,3
621,2018-10-03,구승민,불펜투수,롯데,0,한화,롯데,7.5,0,2,0,0,0,0,0,1.0,0.0,1.0,1.0,3,3
622,2018-10-03,진명호,불펜투수,롯데,0,한화,롯데,8.8,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,4
623,2018-10-04,레일리,선발투수,롯데,0,한화,롯데,1.1,7,0,1,0,0,0,0,11.0,3.0,0.0,0.0,24,27
624,2018-10-04,오현택,불펜투수,롯데,0,한화,롯데,8.1,0,1,0,0,0,0,0,0.0,0.0,2.0,1.0,3,3
625,2018-10-04,구승민,불펜투수,롯데,0,한화,롯데,8.4,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,2,2
626,2018-10-04,이명우,불펜투수,롯데,0,한화,롯데,9.6,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
627,2018-10-06,김민우,선발투수,한화,0,롯데,한화,1.1,4,0,0,1,0,0,0,3.0,2.0,4.0,4.0,17,19
628,2018-10-06,임준섭,불펜투수,한화,0,롯데,한화,5.2,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0,1
629,2018-10-06,장민재,불펜투수,한화,0,롯데,한화,5.3,1,1,0,0,0,0,0,2.0,2.0,3.0,3.0,6,8
630,2018-10-06,김범수,불펜투수,한화,0,롯데,한화,6.2,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1
631,2018-10-06,박상원,불펜투수,한화,0,롯데,한화,6.3,1,1,0,0,0,0,0,2.0,1.0,0.0,0.0,6,7
632,2018-10-06,이태양,불펜투수,한화,0,롯데,한화,7.1,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
633,2018-10-09,샘슨,선발투수,한화,0,KT,한화,1.1,2,0,0,0,0,0,0,0.0,3.0,1.0,1.0,10,13
634,2018-10-09,안영명,불펜투수,한화,0,KT,한화,3.5,2,1,1,0,0,0,0,3.0,1.0,0.0,0.0,7,8
635,2018-10-09,권혁,불펜투수,한화,0,KT,한화,5.4,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
636,2018-10-09,박상원,불펜투수,한화,0,KT,한화,5.5,1,0,0,0,0,0,0,2.0,1.0,0.0,0.0,4,5
637,2018-10-09,김범수,불펜투수,한화,0,KT,한화,6.1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
638,2018-10-09,송은범,불펜투수,한화,0,KT,한화,7.2,1,0,0,0,0,0,0,2.0,0.0,1.0,0.0,4,4
639,2018-10-09,서균,불펜투수,한화,0,KT,한화,8.6,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1,1
640,2018-10-09,이태양,불펜투수,한화,0,KT,한화,8.7,1,0,0,0,0,0,0,2.0,0.0,3.0,3.0,6,6
641,2018-10-09,정우람,불펜투수,한화,0,KT,한화,9.4,1,0,0,0,0,0,0,3.0,0.0,0.0,0.0,3,3
642,2018-10-10,헤일,선발투수,한화,0,기아,한화,1.1,5,1,0,1,0,0,0,5.0,3.0,3.0,3.0,20,23
643,2018-10-10,송은범,불펜투수,한화,0,기아,한화,6.6,0,2,0,0,0,0,0,0.0,0.0,1.0,1.0,3,3
644,2018-10-10,권혁,불펜투수,한화,0,기아,한화,7.9,0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,2,2
645,2018-10-10,이태양,불펜투수,한화,0,기아,한화,7.2,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1,1
646,2018-10-10,김범수,불펜투수,한화,0,기아,한화,7.3,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
647,2018-10-10,김성훈,불펜투수,한화,0,기아,한화,8.6,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
648,2018-10-13,베렛,선발투수,NC,0,한화,NC,1.1,4,0,0,0,0,0,0,1.0,1.0,5.0,5.0,17,19
649,2018-10-13,강윤구,불펜투수,NC,0,한화,NC,5.2,0,2,0,1,0,0,0,1.0,1.0,5.0,5.0,7,8
650,2018-10-13,정수민,불펜투수,NC,0,한화,NC,5.1,0,2,0,0,0,0,0,1.0,2.0,0.0,0.0,2,4
651,2018-10-13,원종현,불펜투수,NC,0,한화,NC,6.5,1,2,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
652,2018-10-13,이민호,불펜투수,NC,0,한화,NC,8.9,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
653,2018-03-24,로저스,선발투수,넥센,0,넥센,한화,1.1,6,2,1,0,0,0,0,6.0,1.0,3.0,2.0,26,27
654,2018-03-24,이보근,불펜투수,넥센,0,넥센,한화,7.1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,2,2
655,2018-03-24,김상수,불펜투수,넥센,0,넥센,한화,8.3,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,4,4
656,2018-03-24,조상우,불펜투수,넥센,0,넥센,한화,9.7,1,0,0,0,0,1,0,2.0,0.0,0.0,0.0,5,5
657,2018-03-25,최원태,선발투수,넥센,0,넥센,한화,1.1,5,0,0,1,0,0,0,4.0,3.0,3.0,3.0,21,24
658,2018-03-25,김성민,불펜투수,넥센,0,넥센,한화,6.7,1,1,0,0,0,0,0,3.0,0.0,0.0,0.0,5,5
659,2018-03-25,김선기,불펜투수,넥센,0,넥센,한화,7.3,1,2,0,0,0,0,0,2.0,0.0,1.0,1.0,6,6
660,2018-03-25,오주원,불펜투수,넥센,0,넥센,한화,9.9,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
661,2018-03-27,최금강,선발투수,NC,0,NC,한화,1.1,3,2,0,0,0,0,0,4.0,4.0,3.0,3.0,14,18
662,2018-03-27,강윤구,불펜투수,NC,0,NC,한화,4.1,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,2,2
663,2018-03-27,유원상,불펜투수,NC,0,NC,한화,5.3,1,2,0,0,0,0,1,0.0,1.0,0.0,0.0,5,6
664,2018-03-27,원종현,불펜투수,NC,0,NC,한화,7.9,1,0,0,0,0,0,1,1.0,2.0,0.0,0.0,3,5
665,2018-03-27,이민호,불펜투수,NC,0,NC,한화,8.5,0,1,0,0,0,0,0,0.0,0.0,3.0,3.0,5,5
666,2018-03-27,김진성,불펜투수,NC,0,NC,한화,8.1,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,2,2
667,2018-03-27,임창민,불펜투수,NC,0,NC,한화,9.3,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,3,3
668,2018-03-28,구창모,선발투수,NC,0,NC,한화,1.1,6,0,0,0,0,0,0,4.0,3.0,2.0,2.0,22,25
669,2018-03-28,유원상,불펜투수,NC,0,NC,한화,7.8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
670,2018-03-28,원종현,불펜투수,NC,0,NC,한화,8.3,0,2,0,1,0,0,0,0.0,0.0,4.0,4.0,6,6
671,2018-03-28,배재환,불펜투수,NC,0,NC,한화,8.9,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,4,5
672,2018-03-28,노성호,불펜투수,NC,0,NC,한화,9.5,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
673,2018-03-29,이재학,선발투수,NC,0,NC,한화,1.1,6,0,0,0,0,0,0,2.0,1.0,1.0,1.0,22,23
674,2018-03-29,강윤구,불펜투수,NC,0,NC,한화,7.6,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
675,2018-03-29,김진성,불펜투수,NC,0,NC,한화,7.8,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,2,3
676,2018-03-29,배재환,불펜투수,NC,0,NC,한화,8.2,0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,3,3
677,2018-03-29,임창민,불펜투수,NC,0,NC,한화,9.5,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,4,4
678,2018-03-30,샘슨,선발투수,한화,0,한화,SK,1.1,4,2,0,1,0,0,0,8.0,4.0,8.0,7.0,19,23
679,2018-03-30,이태양,불펜투수,한화,0,한화,SK,5.6,4,1,0,0,0,0,0,7.0,2.0,0.0,0.0,14,16
680,2018-03-31,휠러,선발투수,한화,0,한화,SK,1.1,4,2,0,1,0,0,0,3.0,5.0,7.0,7.0,17,22
681,2018-03-31,서균,불펜투수,한화,0,한화,SK,5.5,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,5,5
682,2018-03-31,박주홍,불펜투수,한화,0,한화,SK,6.1,0,1,0,0,0,0,0,0.0,2.0,0.0,0.0,1,3
683,2018-03-31,박상원,불펜투수,한화,0,한화,SK,7.4,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,4,4
684,2018-03-31,이동걸,불펜투수,한화,0,한화,SK,8.8,2,0,0,0,0,0,0,2.0,0.0,4.0,4.0,11,11
685,2018-04-01,김재영,선발투수,한화,0,한화,SK,1.1,4,1,0,1,0,0,0,2.0,2.0,5.0,5.0,21,23
686,2018-04-01,김범수,불펜투수,한화,0,한화,SK,5.6,0,2,0,0,0,0,0,0.0,1.0,2.0,2.0,4,5
687,2018-04-01,김민우,불펜투수,한화,0,한화,SK,6.2,2,2,0,0,0,0,0,2.0,3.0,5.0,5.0,12,16
688,2018-04-01,서균,불펜투수,한화,0,한화,SK,8.9,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
689,2018-04-01,정우람,불펜투수,한화,0,한화,SK,9.2,0,2,0,0,0,0,0,1.0,0.0,1.0,1.0,3,3
690,2018-04-03,배영수,선발투수,한화,0,한화,롯데,1.1,3,1,0,0,0,0,0,4.0,3.0,8.0,8.0,17,20
691,2018-04-03,송은범,불펜투수,한화,0,한화,롯데,4.3,1,1,1,0,0,0,0,1.0,2.0,2.0,0.0,8,10
692,2018-04-03,박상원,불펜투수,한화,0,한화,롯데,5.4,1,1,0,0,0,0,1,1.0,0.0,0.0,0.0,6,6
693,2018-04-03,박주홍,불펜투수,한화,0,한화,롯데,7.1,0,2,0,0,0,0,0,1.0,1.0,1.0,1.0,4,5
694,2018-04-03,서균,불펜투수,한화,0,한화,롯데,7.6,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
695,2018-04-03,이태양,불펜투수,한화,0,한화,롯데,9.1,1,0,0,0,0,0,0,3.0,0.0,0.0,0.0,3,3
696,2018-04-04,안영명,선발투수,한화,0,한화,롯데,1.1,5,0,0,0,0,0,0,3.0,2.0,3.0,3.0,21,23
697,2018-04-04,이태양,불펜투수,한화,0,한화,롯데,6.6,0,2,0,0,0,0,0,1.0,0.0,1.0,1.0,4,4
698,2018-04-04,김범수,불펜투수,한화,0,한화,롯데,6.1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,2,2
699,2018-04-04,박상원,불펜투수,한화,0,한화,롯데,7.3,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
700,2018-04-04,서균,불펜투수,한화,0,한화,롯데,8.6,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
701,2018-04-04,정우람,불펜투수,한화,0,한화,롯데,9.9,1,0,0,0,0,1,0,2.0,2.0,2.0,1.0,4,7
702,2018-04-07,피어밴드,선발투수,KT,0,KT,한화,1.1,7,0,1,0,0,0,0,7.0,1.0,2.0,2.0,25,26
703,2018-04-07,신병률,불펜투수,KT,0,KT,한화,8.9,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
704,2018-04-07,김재윤,불펜투수,KT,0,KT,한화,9.4,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,6,6
705,2018-04-08,고영표,선발투수,KT,0,KT,한화,1.1,6,0,0,0,0,0,0,6.0,2.0,3.0,3.0,22,24
706,2018-04-08,심재민,불펜투수,KT,0,KT,한화,7.7,0,2,0,0,0,0,0,2.0,1.0,3.0,0.0,4,5
707,2018-04-08,이상화,불펜투수,KT,0,KT,한화,7.3,0,1,0,0,0,0,0,1.0,1.0,2.0,2.0,3,4
708,2018-04-08,니퍼트,불펜투수,KT,0,KT,한화,8.7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
709,2018-04-08,엄상백,불펜투수,KT,0,KT,한화,9.2,1,2,0,1,0,0,0,2.0,1.0,3.0,3.0,6,8
710,2018-04-08,홍성용,불펜투수,KT,0,KT,한화,10.1,0,0,0,0,0,0,0,0.0,2.0,1.0,1.0,0,2
711,2018-04-08,고창성,불펜투수,KT,0,KT,한화,10.3,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,2,2
712,2018-04-10,김재영,선발투수,한화,0,한화,기아,1.1,6,0,0,0,0,0,0,0.0,1.0,3.0,3.0,24,25
713,2018-04-10,안영명,불펜투수,한화,0,한화,기아,7.8,2,0,1,0,0,0,0,1.0,0.0,0.0,0.0,6,6
714,2018-04-10,정우람,불펜투수,한화,0,한화,기아,9.5,1,0,0,0,0,1,0,3.0,0.0,0.0,0.0,3,3
715,2018-04-11,윤규진,선발투수,한화,0,한화,기아,1.1,4,1,0,0,0,0,0,6.0,3.0,4.0,4.0,19,23
716,2018-04-11,송은범,불펜투수,한화,0,한화,기아,5.6,3,0,1,0,0,0,0,2.0,0.0,0.0,0.0,8,8
717,2018-04-11,서균,불펜투수,한화,0,한화,기아,8.5,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,2,2
718,2018-04-11,정우람,불펜투수,한화,0,한화,기아,9.7,1,0,0,0,0,1,0,2.0,0.0,0.0,0.0,4,4
719,2018-04-12,샘슨,선발투수,한화,0,한화,기아,1.1,6,0,1,0,0,0,0,8.0,1.0,1.0,1.0,21,22
720,2018-04-12,이태양,불펜투수,한화,0,한화,기아,7.5,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,5,6
721,2018-04-12,김범수,불펜투수,한화,0,한화,기아,8.2,1,0,0,0,0,0,0,1.0,1.0,2.0,2.0,5,6
722,2018-04-12,박주홍,불펜투수,한화,0,한화,기아,9.8,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
723,2018-04-13,휠러,선발투수,한화,0,한화,삼성,1.1,5,0,0,1,0,0,0,5.0,1.0,3.0,3.0,24,26
724,2018-04-13,박상원,불펜투수,한화,0,한화,삼성,6.9,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
725,2018-04-13,서균,불펜투수,한화,0,한화,삼성,7.3,0,2,0,0,0,0,0,1.0,1.0,0.0,0.0,2,3
726,2018-04-13,안영명,불펜투수,한화,0,한화,삼성,7.6,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
727,2018-04-13,송은범,불펜투수,한화,0,한화,삼성,9.1,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,6,6
728,2018-04-14,배영수,선발투수,한화,0,한화,삼성,1.1,5,2,1,0,0,0,0,4.0,4.0,1.0,1.0,20,24
729,2018-04-14,박주홍,불펜투수,한화,0,한화,삼성,6.7,1,0,0,0,0,0,0,2.0,2.0,0.0,0.0,3,5
730,2018-04-14,이태양,불펜투수,한화,0,한화,삼성,7.3,1,1,0,0,0,0,0,2.0,0.0,0.0,0.0,5,5
731,2018-04-14,강승현,불펜투수,한화,0,한화,삼성,9.8,1,0,0,0,0,0,0,1.0,0.0,1.0,1.0,5,5
732,2018-04-15,김재영,선발투수,한화,0,한화,삼성,1.1,5,0,1,0,0,0,0,2.0,2.0,4.0,4.0,20,23
733,2018-04-15,안영명,불펜투수,한화,0,한화,삼성,6.6,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4,4
734,2018-04-15,박주홍,불펜투수,한화,0,한화,삼성,7.1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
735,2018-04-15,서균,불펜투수,한화,0,한화,삼성,7.3,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,2
736,2018-04-15,송은범,불펜투수,한화,0,한화,삼성,8.5,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
737,2018-04-15,정우람,불펜투수,한화,0,한화,삼성,9.7,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,4
738,2018-04-17,유희관,선발투수,두산,0,두산,한화,1.1,5,0,0,1,0,0,0,4.0,2.0,5.0,5.0,21,24
739,2018-04-17,김정후,불펜투수,두산,0,두산,한화,6.7,3,0,0,0,0,0,0,2.0,1.0,0.0,0.0,10,11
