,경기날짜,선수명,포지션,팀,더블헤더여부,홈팀,원정팀,등판,inning,restinning,승리,패배,무승부,세이브,홀드,삼진,4사구,실점,자책,타수,타자
740,2018-04-17,이현승,불펜투수,두산,0,두산,한화,9.9,1,0,0,0,0,0,0,3.0,0.0,0.0,0.0,4,4
741,2018-04-18,유재유,선발투수,두산,0,두산,한화,1.1,2,0,0,0,0,0,0,1.0,1.0,1.0,1.0,8,9
742,2018-04-18,이영하,불펜투수,두산,0,두산,한화,3.1,3,1,0,0,0,0,0,5.0,0.0,2.0,2.0,13,13
743,2018-04-18,곽빈,불펜투수,두산,0,두산,한화,6.5,1,1,0,0,0,0,0,2.0,2.0,1.0,1.0,6,8
744,2018-04-18,이현승,불펜투수,두산,0,두산,한화,7.4,0,1,1,0,0,0,0,1.0,2.0,0.0,0.0,1,3
745,2018-04-18,박치국,불펜투수,두산,0,두산,한화,8.7,0,2,0,0,0,0,1,0.0,1.0,0.0,0.0,3,4
746,2018-04-18,함덕주,불펜투수,두산,0,두산,한화,8.2,1,1,0,0,0,1,0,3.0,0.0,0.0,0.0,6,6
747,2018-04-19,린드블럼,선발투수,두산,0,두산,한화,1.1,7,0,1,0,0,0,0,7.0,2.0,2.0,2.0,27,29
748,2018-04-19,함덕주,불펜투수,두산,0,두산,한화,8.3,2,0,0,0,0,1,0,3.0,1.0,0.0,0.0,6,7
749,2018-04-20,배영수,선발투수,한화,0,한화,넥센,1.1,4,0,0,1,0,0,0,4.0,4.0,5.0,5.0,17,21
750,2018-04-20,안영명,불펜투수,한화,0,한화,넥센,5.4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,8,9
751,2018-04-20,이태양,불펜투수,한화,0,한화,넥센,7.4,2,0,0,0,0,0,0,1.0,0.0,1.0,1.0,9,9
752,2018-04-20,김진욱,불펜투수,한화,0,한화,넥센,9.4,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
753,2018-04-21,김재영,선발투수,한화,0,한화,넥센,1.1,5,1,0,0,0,0,0,3.0,1.0,2.0,2.0,19,20
754,2018-04-21,송은범,불펜투수,한화,0,한화,넥센,6.3,2,0,0,1,0,0,0,4.0,2.0,2.0,1.0,8,11
755,2018-04-21,박상원,불펜투수,한화,0,한화,넥센,8.5,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,5,6
756,2018-04-21,박주홍,불펜투수,한화,0,한화,넥센,9.2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
757,2018-04-21,서균,불펜투수,한화,0,한화,넥센,9.3,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
758,2018-04-22,윤규진,선발투수,한화,0,한화,넥센,1.1,4,1,0,1,0,0,0,2.0,0.0,8.0,8.0,23,23
759,2018-04-22,김진욱,불펜투수,한화,0,한화,넥센,5.6,2,2,0,0,0,0,0,2.0,3.0,2.0,2.0,11,14
760,2018-04-22,박주홍,불펜투수,한화,0,한화,넥센,8.2,2,0,0,0,0,0,0,3.0,0.0,0.0,0.0,8,8
761,2018-04-25,헥터,선발투수,기아,0,기아,한화,1.1,7,0,0,0,0,0,0,4.0,1.0,2.0,2.0,26,27
762,2018-04-25,이민우,불펜투수,기아,0,기아,한화,8.1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
763,2018-04-25,김세현,불펜투수,기아,0,기아,한화,9.4,1,0,0,1,0,0,0,3.0,1.0,1.0,1.0,5,6
764,2018-04-26,양현종,선발투수,기아,0,기아,한화,1.1,9,0,0,1,0,0,0,9.0,3.0,3.0,3.0,34,37
765,2018-04-27,노경은,선발투수,롯데,0,롯데,한화,1.1,6,0,0,0,0,0,0,2.0,0.0,2.0,2.0,24,24
766,2018-04-27,오현택,불펜투수,롯데,0,롯데,한화,7.7,1,0,0,0,0,0,1,3.0,0.0,0.0,0.0,3,3
767,2018-04-27,박진형,불펜투수,롯데,0,롯데,한화,8.1,1,0,1,0,0,0,0,0.0,0.0,1.0,1.0,6,6
768,2018-04-27,손승락,불펜투수,롯데,0,롯데,한화,9.7,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,5,5
769,2018-04-28,레일리,선발투수,롯데,0,롯데,한화,1.1,6,0,0,1,0,0,0,5.0,4.0,4.0,4.0,20,26
770,2018-04-28,고효준,불펜투수,롯데,0,롯데,한화,7.9,0,2,0,0,0,0,0,2.0,0.0,0.0,0.0,2,2
771,2018-04-28,진명호,불펜투수,롯데,0,롯데,한화,7.2,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,4,5
772,2018-04-28,배장호,불펜투수,롯데,0,롯데,한화,9.7,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,2,2
773,2018-04-28,이명우,불펜투수,롯데,0,롯데,한화,9.9,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
774,2018-04-29,김원중,선발투수,롯데,0,롯데,한화,1.1,4,0,0,0,0,0,0,5.0,3.0,2.0,2.0,18,21
775,2018-04-29,진명호,불펜투수,롯데,0,롯데,한화,5.4,1,1,1,0,0,0,0,1.0,1.0,0.0,0.0,4,5
776,2018-04-29,이명우,불펜투수,롯데,0,롯데,한화,6.9,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,2,2
777,2018-04-29,오현택,불펜투수,롯데,0,롯데,한화,6.2,1,2,0,0,0,0,1,0.0,0.0,1.0,1.0,7,7
778,2018-04-29,손승락,불펜투수,롯데,0,롯데,한화,8.9,1,2,0,0,0,1,0,1.0,0.0,0.0,0.0,6,6
779,2018-05-01,샘슨,선발투수,한화,0,한화,LG,1.1,6,0,1,0,0,0,0,6.0,0.0,3.0,3.0,24,24
780,2018-05-01,안영명,불펜투수,한화,0,한화,LG,7.7,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,3,4
781,2018-05-01,송은범,불펜투수,한화,0,한화,LG,8.2,0,2,0,0,0,0,0,0.0,1.0,1.0,1.0,2,4
782,2018-05-01,서균,불펜투수,한화,0,한화,LG,8.6,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,1,1
783,2018-05-01,정우람,불펜투수,한화,0,한화,LG,9.7,1,0,0,0,0,1,0,0.0,1.0,1.0,0.0,5,6
784,2018-05-02,휠러,선발투수,한화,0,한화,LG,1.1,7,0,0,0,0,0,0,6.0,0.0,3.0,3.0,26,26
785,2018-05-02,박상원,불펜투수,한화,0,한화,LG,8.9,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
786,2018-05-02,박주홍,불펜투수,한화,0,한화,LG,8.3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
787,2018-05-02,이태양,불펜투수,한화,0,한화,LG,9.6,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1,1
788,2018-05-03,배영수,선발투수,한화,0,한화,LG,1.1,5,0,0,0,0,0,0,4.0,1.0,1.0,1.0,19,20
789,2018-05-03,이태양,불펜투수,한화,0,한화,LG,6.3,0,1,0,0,0,0,0,0.0,0.0,2.0,2.0,3,3
790,2018-05-03,서균,불펜투수,한화,0,한화,LG,6.6,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
791,2018-05-03,안영명,불펜투수,한화,0,한화,LG,7.9,2,0,1,0,0,0,0,1.0,0.0,0.0,0.0,5,6
792,2018-05-03,송은범,불펜투수,한화,0,한화,LG,9.6,0,2,0,0,0,0,0,1.0,1.0,0.0,0.0,3,4
793,2018-05-03,정우람,불펜투수,한화,0,한화,LG,9.1,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0,1,1
794,2018-05-04,보니야,선발투수,삼성,0,삼성,한화,1.1,7,0,0,0,0,0,0,2.0,4.0,3.0,3.0,25,30
795,2018-05-04,임현준,불펜투수,삼성,0,삼성,한화,8.4,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
796,2018-05-04,심창민,불펜투수,삼성,0,삼성,한화,8.5,0,1,0,0,0,0,0,0.0,1.0,2.0,1.0,2,3
797,2018-05-04,장필준,불펜투수,삼성,0,삼성,한화,8.8,1,0,0,1,0,0,0,1.0,1.0,4.0,4.0,7,8
798,2018-05-04,김승현,불펜투수,삼성,0,삼성,한화,9.7,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
799,2018-05-05,장원삼,선발투수,삼성,0,삼성,한화,1.1,7,0,1,0,0,0,0,5.0,1.0,3.0,3.0,28,29
800,2018-05-05,한기주,불펜투수,삼성,0,삼성,한화,8.3,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
801,2018-05-05,우규민,불펜투수,삼성,0,삼성,한화,9.6,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,4,4
802,2018-05-08,브리검,선발투수,넥센,0,넥센,한화,1.1,5,0,0,0,0,0,0,2.0,0.0,6.0,5.0,24,24
803,2018-05-08,이보근,불펜투수,넥센,0,넥센,한화,6.7,1,0,0,0,0,0,1,3.0,0.0,0.0,0.0,4,4
804,2018-05-08,김상수,불펜투수,넥센,0,넥센,한화,7.2,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
805,2018-05-08,오주원,불펜투수,넥센,0,넥센,한화,8.5,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3,3
806,2018-05-08,조상우,불펜투수,넥센,0,넥센,한화,9.8,1,0,0,1,0,0,0,2.0,1.0,4.0,1.0,7,8
807,2018-05-09,신재영,선발투수,넥센,0,넥센,한화,1.1,6,0,0,1,0,0,0,1.0,1.0,2.0,2.0,23,24
808,2018-05-09,김성민,불펜투수,넥센,0,넥센,한화,7.7,1,0,0,0,0,0,0,1.0,2.0,0.0,0.0,2,5
809,2018-05-09,김동준,불펜투수,넥센,0,넥센,한화,8.3,1,0,0,0,0,0,0,1.0,0.0,2.0,2.0,5,5
810,2018-05-09,조덕길,불펜투수,넥센,0,넥센,한화,9.8,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
811,2018-05-10,로저스,선발투수,넥센,0,넥센,한화,1.1,6,0,0,1,0,0,0,5.0,3.0,3.0,2.0,25,28
812,2018-05-10,이보근,불펜투수,넥센,0,넥센,한화,7.2,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
813,2018-05-10,오주원,불펜투수,넥센,0,넥센,한화,8.5,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
814,2018-05-10,김선기,불펜투수,넥센,0,넥센,한화,9.8,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,5,5
815,2018-05-11,배영수,선발투수,한화,0,한화,NC,1.1,7,0,0,0,0,0,0,7.0,2.0,2.0,2.0,25,27
816,2018-05-11,이태양,불펜투수,한화,0,한화,NC,8.1,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,3,4
817,2018-05-11,박상원,불펜투수,한화,0,한화,NC,9.5,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
818,2018-05-11,서균,불펜투수,한화,0,한화,NC,10.8,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,3,4
819,2018-05-11,박주홍,불펜투수,한화,0,한화,NC,11.3,1,0,0,1,0,0,0,1.0,0.0,2.0,2.0,4,5
820,2018-05-13,샘슨,선발투수,한화,0,한화,NC,1.1,7,1,1,0,0,0,0,10.0,0.0,0.0,0.0,26,26
821,2018-05-13,서균,불펜투수,한화,0,한화,NC,8.9,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
822,2018-05-13,안영명,불펜투수,한화,0,한화,NC,8.1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,5,5
823,2018-05-15,휠러,선발투수,한화,0,한화,KT,1.1,7,0,0,1,0,0,0,9.0,2.0,1.0,1.0,24,26
824,2018-05-15,송은범,불펜투수,한화,0,한화,KT,8.9,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
825,2018-05-15,안영명,불펜투수,한화,0,한화,KT,9.3,0,2,0,0,0,0,0,1.0,0.0,2.0,2.0,5,5
826,2018-05-15,박상원,불펜투수,한화,0,한화,KT,9.8,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
827,2018-05-16,김재영,선발투수,한화,0,한화,KT,1.1,4,2,0,0,0,0,0,4.0,5.0,4.0,4.0,18,23
828,2018-05-16,장민재,불펜투수,한화,0,한화,KT,5.6,1,1,1,0,0,0,0,2.0,0.0,0.0,0.0,6,6
829,2018-05-16,송은범,불펜투수,한화,0,한화,KT,7.3,1,0,0,0,0,0,1,0.0,2.0,0.0,0.0,3,5
830,2018-05-16,서균,불펜투수,한화,0,한화,KT,8.8,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
831,2018-05-16,정우람,불펜투수,한화,0,한화,KT,9.2,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,4,4
832,2018-05-17,김민우,선발투수,한화,0,한화,KT,1.1,6,0,1,0,0,0,0,3.0,1.0,2.0,2.0,24,25
833,2018-05-17,박상원,불펜투수,한화,0,한화,KT,7.8,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,2,2
834,2018-05-17,안영명,불펜투수,한화,0,한화,KT,7.1,2,0,0,0,0,0,1,3.0,0.0,0.0,0.0,8,9
835,2018-05-17,정우람,불펜투수,한화,0,한화,KT,9.1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3
836,2018-05-18,김대현,선발투수,LG,0,LG,한화,1.1,6,0,0,0,0,0,0,3.0,2.0,3.0,2.0,20,22
837,2018-05-18,최성훈,불펜투수,LG,0,LG,한화,7.5,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,2,3
838,2018-05-18,이동현,불펜투수,LG,0,LG,한화,7.8,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
839,2018-05-18,정찬헌,불펜투수,LG,0,LG,한화,9.3,1,0,0,1,0,0,0,0.0,0.0,1.0,1.0,6,6
840,2018-05-19,소사,선발투수,LG,0,LG,한화,1.1,7,0,0,1,0,0,0,5.0,2.0,2.0,2.0,25,27
841,2018-05-19,김지용,불펜투수,LG,0,LG,한화,8.1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,6,7
842,2018-05-20,차우찬,선발투수,LG,0,LG,한화,1.1,6,0,1,0,0,0,0,5.0,4.0,1.0,1.0,20,24
843,2018-05-20,이동현,불펜투수,LG,0,LG,한화,7.7,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,4,5
844,2018-05-20,김지용,불펜투수,LG,0,LG,한화,8.3,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,4,4
845,2018-05-20,정찬헌,불펜투수,LG,0,LG,한화,9.7,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
846,2018-05-22,김재영,선발투수,한화,0,한화,두산,1.1,6,2,0,0,0,0,0,5.0,2.0,3.0,3.0,26,28
847,2018-05-22,안영명,불펜투수,한화,0,한화,두산,7.2,0,1,0,0,0,0,1,0.0,0.0,2.0,2.0,3,3
848,2018-05-22,서균,불펜투수,한화,0,한화,두산,8.5,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0,1
849,2018-05-22,송은범,불펜투수,한화,0,한화,두산,8.6,1,0,0,0,0,0,0,1.0,0.0,1.0,1.0,4,4
850,2018-05-22,박상원,불펜투수,한화,0,한화,두산,9.1,1,2,0,0,0,0,0,1.0,2.0,0.0,0.0,6,8
851,2018-05-22,정우람,불펜투수,한화,0,한화,두산,10.9,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5,5
852,2018-05-23,김민우,선발투수,한화,0,한화,두산,1.1,5,0,0,0,0,0,0,5.0,2.0,3.0,3.0,21,23
853,2018-05-23,장민재,불펜투수,한화,0,한화,두산,6.6,2,0,1,0,0,0,0,1.0,1.0,0.0,0.0,6,7
854,2018-05-23,김범수,불펜투수,한화,0,한화,두산,8.4,1,0,0,0,0,0,1,2.0,0.0,0.0,0.0,3,3
855,2018-05-23,정우람,불펜투수,한화,0,한화,두산,9.7,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3
856,2018-05-24,배영수,선발투수,한화,0,한화,두산,1.1,6,1,0,1,0,0,0,3.0,0.0,6.0,6.0,27,28
857,2018-05-24,이태양,불펜투수,한화,0,한화,두산,7.2,2,2,0,0,0,0,0,3.0,0.0,1.0,1.0,10,10
858,2018-05-25,김광현,선발투수,SK,0,SK,한화,1.1,8,0,1,0,0,0,0,6.0,1.0,1.0,1.0,25,26
859,2018-05-25,신재웅,불펜투수,SK,0,SK,한화,9.9,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
860,2018-05-26,켈리,선발투수,SK,0,SK,한화,1.1,7,0,1,0,0,0,0,10.0,2.0,2.0,2.0,24,26
861,2018-05-26,박정배,불펜투수,SK,0,SK,한화,8.9,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,4,4
862,2018-05-26,서진용,불펜투수,SK,0,SK,한화,9.4,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,5,5
863,2018-05-27,산체스,선발투수,SK,0,SK,한화,1.1,6,0,0,0,0,0,0,3.0,1.0,3.0,3.0,25,27
864,2018-05-27,김태훈,불펜투수,SK,0,SK,한화,7.1,1,2,0,0,0,0,0,1.0,0.0,1.0,1.0,8,8
865,2018-05-27,박정배,불펜투수,SK,0,SK,한화,8.9,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
866,2018-05-27,신재웅,불펜투수,SK,0,SK,한화,9.1,1,2,0,1,0,0,0,0.0,1.0,3.0,0.0,9,10
867,2018-05-27,윤희상,불펜투수,SK,0,SK,한화,10.2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,2,2
868,2018-05-29,김민우,선발투수,한화,0,한화,NC,1.1,6,0,1,0,0,0,0,4.0,1.0,1.0,1.0,22,23
869,2018-05-29,이태양,불펜투수,한화,0,한화,NC,7.6,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,5,5
870,2018-05-29,김범수,불펜투수,한화,0,한화,NC,8.2,0,2,0,0,0,0,0,1.0,1.0,1.0,1.0,3,4
871,2018-05-29,서균,불펜투수,한화,0,한화,NC,8.6,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
872,2018-05-29,박상원,불펜투수,한화,0,한화,NC,9.8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
873,2018-05-30,배영수,선발투수,한화,0,한화,NC,1.1,5,0,1,0,0,0,0,4.0,0.0,4.0,4.0,21,21
874,2018-05-30,송은범,불펜투수,한화,0,한화,NC,6.4,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
875,2018-05-30,이태양,불펜투수,한화,0,한화,NC,7.8,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
876,2018-05-30,박상원,불펜투수,한화,0,한화,NC,8.2,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
877,2018-05-30,장민재,불펜투수,한화,0,한화,NC,9.6,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
878,2018-05-31,샘슨,선발투수,한화,0,한화,NC,1.1,7,0,0,1,0,0,0,10.0,2.0,5.0,4.0,28,30
879,2018-05-31,김범수,불펜투수,한화,0,한화,NC,8.4,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,3,4
880,2018-05-31,안영명,불펜투수,한화,0,한화,NC,9.8,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,4,5
881,2018-06-01,송승준,선발투수,롯데,0,롯데,한화,1.1,5,2,0,0,0,0,0,7.0,2.0,5.0,3.0,24,26
882,2018-06-01,구승민,불펜투수,롯데,0,롯데,한화,6.9,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,3,4
883,2018-06-01,진명호,불펜투수,롯데,0,롯데,한화,7.4,1,0,0,1,0,0,0,3.0,3.0,3.0,3.0,4,7
884,2018-06-01,오현택,불펜투수,롯데,0,롯데,한화,8.2,0,1,0,0,0,0,0,1.0,0.0,1.0,1.0,2,2
885,2018-06-01,조정훈,불펜투수,롯데,0,롯데,한화,9.4,0,1,0,0,0,0,0,0.0,0.0,4.0,0.0,6,6
886,2018-06-01,정태승,불펜투수,롯데,0,롯데,한화,9.1,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,1,2
887,2018-06-02,듀브론트,선발투수,롯데,0,롯데,한화,1.1,8,0,0,0,0,0,0,8.0,1.0,2.0,2.0,29,32
888,2018-06-02,윤길현,불펜투수,롯데,0,롯데,한화,9.6,1,0,0,1,0,0,0,1.0,0.0,1.0,1.0,5,5
889,2018-06-03,레일리,선발투수,롯데,0,롯데,한화,1.1,7,0,1,0,0,0,0,6.0,0.0,0.0,0.0,25,25
890,2018-06-03,오현택,불펜투수,롯데,0,롯데,한화,8.8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
891,2018-06-03,장시환,불펜투수,롯데,0,롯데,한화,9.3,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,4,4
892,2018-06-05,소사,선발투수,LG,0,LG,한화,1.1,7,0,1,0,0,0,0,10.0,0.0,2.0,2.0,26,26
893,2018-06-05,신정락,불펜투수,LG,0,LG,한화,8.9,1,0,0,0,0,0,0,2.0,2.0,0.0,0.0,3,5
894,2018-06-05,김영준,불펜투수,LG,0,LG,한화,9.5,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,4,4
895,2018-06-05,정찬헌,불펜투수,LG,0,LG,한화,9.9,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2
896,2018-06-06,손주영,선발투수,LG,0,LG,한화,1.1,5,0,0,1,0,0,0,7.0,4.0,2.0,2.0,18,22
897,2018-06-06,윤지웅,불펜투수,LG,0,LG,한화,6.5,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,6,6
898,2018-06-06,이동현,불펜투수,LG,0,LG,한화,7.2,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1,1
899,2018-06-06,최성훈,불펜투수,LG,0,LG,한화,7.3,0,2,0,0,0,0,0,1.0,0.0,2.0,2.0,4,4
900,2018-06-06,고우석,불펜투수,LG,0,LG,한화,8.7,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,6,6
901,2018-06-07,차우찬,선발투수,LG,0,LG,한화,1.1,7,0,0,0,0,0,0,4.0,1.0,5.0,4.0,29,32
902,2018-06-07,신정락,불펜투수,LG,0,LG,한화,8.6,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
903,2018-06-07,진해수,불펜투수,LG,0,LG,한화,8.9,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1,1
904,2018-06-07,정찬헌,불펜투수,LG,0,LG,한화,9.1,1,0,0,0,0,1,0,2.0,0.0,0.0,0.0,4,4
905,2018-06-08,김재영,선발투수,한화,0,한화,SK,1.1,5,2,1,0,0,0,0,2.0,2.0,5.0,5.0,25,27
906,2018-06-08,장민재,불펜투수,한화,0,한화,SK,6.1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1,2
907,2018-06-08,이태양,불펜투수,한화,0,한화,SK,6.3,2,1,0,0,0,0,1,2.0,1.0,0.0,0.0,7,8
908,2018-06-08,정우람,불펜투수,한화,0,한화,SK,9.2,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3
909,2018-06-09,김민우,선발투수,한화,0,한화,SK,1.1,6,0,0,0,0,0,0,5.0,2.0,1.0,1.0,22,24
910,2018-06-09,박상원,불펜투수,한화,0,한화,SK,7.7,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
911,2018-06-09,김범수,불펜투수,한화,0,한화,SK,8.2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
912,2018-06-09,송은범,불펜투수,한화,0,한화,SK,8.3,0,2,0,0,0,0,0,1.0,2.0,0.0,0.0,4,6
913,2018-06-09,안영명,불펜투수,한화,0,한화,SK,9.9,1,2,0,1,0,0,0,2.0,3.0,3.0,3.0,7,10
914,2018-06-10,윤규진,선발투수,한화,0,한화,SK,1.1,7,0,0,0,0,0,0,6.0,0.0,2.0,2.0,24,24
915,2018-06-10,이태양,불펜투수,한화,0,한화,SK,8.7,0,2,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
916,2018-06-10,정우람,불펜투수,한화,0,한화,SK,8.1,1,1,1,0,0,0,0,2.0,0.0,1.0,1.0,7,7
917,2018-06-12,최원태,선발투수,넥센,0,넥센,한화,1.1,6,0,0,0,0,0,0,4.0,0.0,2.0,1.0,24,24
918,2018-06-12,오주원,불펜투수,넥센,0,넥센,한화,7.7,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
919,2018-06-12,이보근,불펜투수,넥센,0,넥센,한화,8.1,0,1,0,1,0,0,0,0.0,0.0,3.0,3.0,4,4
920,2018-06-12,조덕길,불펜투수,넥센,0,넥센,한화,8.5,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
921,2018-06-12,박정준,불펜투수,넥센,0,넥센,한화,9.8,1,0,0,0,0,0,0,1.0,3.0,1.0,0.0,4,7
922,2018-06-13,브리검,선발투수,넥센,0,넥센,한화,1.1,7,0,1,0,0,0,0,6.0,3.0,1.0,1.0,20,24
923,2018-06-13,이보근,불펜투수,넥센,0,넥센,한화,8.7,0,2,0,0,0,0,0,1.0,0.0,1.0,1.0,4,4
924,2018-06-13,김상수,불펜투수,넥센,0,넥센,한화,8.2,1,1,0,0,0,1,0,2.0,0.0,0.0,0.0,5,5
